Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_8_85,VPWR,li1,46.4600,35.3600,1.798696
FILLER_8_72,VPWR,li1,41.4000,35.3600,1.798879
FILLER_8_60,VPWR,li1,35.8800,35.3600,1.799064
FILLER_8_40,VPWR,li1,24.8400,35.3600,1.799450
FILLER_8_29,VPWR,li1,20.2400,35.3600,1.799562
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799553
FILLER_8_21,VPWR,li1,16.5600,35.3600,1.799553
FILLER_8_3,VPWR,li1,7.3600,35.3600,1.799539
FILLER_7_347,VPWR,li1,167.9000,29.9200,1.796985
FILLER_7_334,VPWR,li1,159.6200,29.9200,1.797002
FILLER_7_326,VPWR,li1,157.3200,29.9200,1.797010
FILLER_7_317,VPWR,li1,152.7200,29.9200,1.797033
FILLER_7_305,VPWR,li1,148.5800,29.9200,1.797066
FILLER_7_299,VPWR,li1,143.2900,29.9200,1.797099
FILLER_7_286,VPWR,li1,138.4600,29.9200,1.797139
FILLER_7_278,VPWR,li1,133.8600,29.9200,1.797182
FILLER_7_269,VPWR,li1,129.7200,29.9200,1.797227
FILLER_7_261,VPWR,li1,127.4200,29.9200,1.797254
FILLER_7_249,VPWR,li1,122.8200,29.9200,1.797308
FILLER_7_237,VPWR,li1,117.3000,29.9200,1.797373
FILLER_7_225,VPWR,li1,111.7800,29.9200,1.797438
FILLER_7_212,VPWR,li1,105.8000,29.9200,1.797508
FILLER_7_200,VPWR,li1,100.2800,29.9200,1.797573
FILLER_7_188,VPWR,li1,94.7600,29.9200,1.797656
FILLER_7_176,VPWR,li1,89.2400,29.9200,1.797753
FILLER_7_169,VPWR,li1,84.1800,29.9200,1.797832
FILLER_7_166,VPWR,li1,82.3400,29.9200,1.797862
FILLER_7_152,VPWR,li1,76.3600,29.9200,1.797947
FILLER_7_120,VPWR,li1,62.5600,29.9200,1.798279
FILLER_7_111,VPWR,li1,56.8100,29.9200,1.798390
FILLER_7_102,VPWR,li1,52.6700,29.9200,1.798531
FILLER_7_98,VPWR,li1,51.5200,29.9200,1.798531
FILLER_7_82,VPWR,li1,43.9300,29.9200,1.798755
FILLER_7_74,VPWR,li1,41.4000,29.9200,1.798843
FILLER_7_65,VPWR,li1,36.1100,29.9200,1.799012
FILLER_7_55,VPWR,li1,31.0500,29.9200,1.799254
FILLER_7_49,VPWR,li1,29.4400,29.9200,1.799254
FILLER_7_41,VPWR,li1,24.6100,29.9200,1.799435
FILLER_7_24,VPWR,li1,16.7900,29.9200,1.799578
FILLER_7_12,VPWR,li1,13.8000,29.9200,1.799572
FILLER_6_354,VPWR,li1,168.8200,29.9200,1.796985
FILLER_6_342,VPWR,li1,165.6000,29.9200,1.796989
FILLER_6_315,VPWR,li1,150.6500,29.9200,1.797045
FILLER_6_309,VPWR,li1,149.0400,29.9200,1.797066
FILLER_6_302,VPWR,li1,145.8200,29.9200,1.797084
FILLER_6_291,VPWR,li1,140.0700,29.9200,1.797119
FILLER_6_277,VPWR,li1,133.6300,29.9200,1.797182
FILLER_6_265,VPWR,li1,130.1800,29.9200,1.797227
FILLER_6_253,VPWR,li1,124.6600,29.9200,1.797286
FILLER_6_249,VPWR,li1,120.7500,29.9200,1.797332
FILLER_6_237,VPWR,li1,117.3000,29.9200,1.797373
FILLER_6_225,VPWR,li1,111.7800,29.9200,1.797438
FILLER_6_213,VPWR,li1,106.2600,29.9200,1.797508
FILLER_6_182,VPWR,li1,91.0800,29.9200,1.797705
FILLER_6_172,VPWR,li1,85.5600,29.9200,1.797790
FILLER_6_160,VPWR,li1,81.8800,29.9200,1.797862
FILLER_6_148,VPWR,li1,76.3600,29.9200,1.797947
FILLER_6_129,VPWR,li1,65.0900,29.9200,1.798217
FILLER_6_111,VPWR,li1,57.2700,29.9200,1.798390
FILLER_6_99,VPWR,li1,52.4400,29.9200,1.798531
FILLER_6_77,VPWR,li1,41.1700,29.9200,1.798843
FILLER_6_70,VPWR,li1,37.9500,29.9200,1.798948
FILLER_6_58,VPWR,li1,32.4300,29.9200,1.799178
FILLER_6_52,VPWR,li1,30.8200,29.9200,1.799254
FILLER_6_40,VPWR,li1,26.6800,29.9200,1.799364
FILLER_6_29,VPWR,li1,19.7800,29.9200,1.799582
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799578
FILLER_6_21,VPWR,li1,16.5600,29.9200,1.799578
FILLER_6_9,VPWR,li1,12.4200,29.9200,1.799572
FILLER_5_355,VPWR,li1,169.0500,24.4800,1.795065
FILLER_5_349,VPWR,li1,167.4400,24.4800,1.795065
FILLER_5_337,VPWR,li1,163.3000,24.4800,1.795072
FILLER_5_332,VPWR,li1,159.1600,24.4800,1.795078
FILLER_5_316,VPWR,li1,151.3400,24.4800,1.795100
FILLER_5_277,VPWR,li1,133.6300,24.4800,1.795369
FILLER_5_265,VPWR,li1,130.1800,24.4800,1.795446
FILLER_5_258,VPWR,li1,124.4300,24.4800,1.795612
FILLER_5_252,VPWR,li1,122.8200,24.4800,1.795612
FILLER_5_225,VPWR,li1,109.9400,24.4800,1.795967
FILLER_5_207,VPWR,li1,100.9700,24.4800,1.796229
FILLER_5_203,VPWR,li1,99.8200,24.4800,1.796229
FILLER_5_183,VPWR,li1,90.6200,24.4800,1.796531
FILLER_5_169,VPWR,li1,83.4900,24.4800,1.796805
FILLER_5_167,VPWR,li1,82.5700,24.4800,1.796883
FILLER_5_161,VPWR,li1,80.9600,24.4800,1.796883
FILLER_5_142,VPWR,li1,73.6000,24.4800,1.797220
FILLER_5_133,VPWR,li1,67.1600,24.4800,1.797441
FILLER_5_121,VPWR,li1,63.9400,24.4800,1.797577
FILLER_5_113,VPWR,li1,58.4200,24.4800,1.797814
FILLER_5_111,VPWR,li1,56.8100,24.4800,1.797915
FILLER_5_99,VPWR,li1,53.8200,24.4800,1.798047
FILLER_5_87,VPWR,li1,48.3000,24.4800,1.798261
FILLER_5_82,VPWR,li1,43.7000,24.4800,1.798474
FILLER_5_74,VPWR,li1,41.4000,24.4800,1.798629
FILLER_5_65,VPWR,li1,36.1100,24.4800,1.798805
FILLER_5_57,VPWR,li1,33.5800,24.4800,1.798920
FILLER_5_44,VPWR,li1,28.5200,24.4800,1.799151
FILLER_5_33,VPWR,li1,21.6200,24.4800,1.799489
FILLER_5_21,VPWR,li1,17.9400,24.4800,1.799483
FILLER_5_9,VPWR,li1,12.4200,24.4800,1.799472
FILLER_4_354,VPWR,li1,168.8200,24.4800,1.795065
FILLER_4_342,VPWR,li1,165.6000,24.4800,1.795068
FILLER_4_330,VPWR,li1,160.0800,24.4800,1.795078
FILLER_4_323,VPWR,li1,154.5600,24.4800,1.795090
FILLER_4_307,VPWR,li1,146.9700,24.4800,1.795131
FILLER_4_298,VPWR,li1,142.8300,24.4800,1.795189
FILLER_4_265,VPWR,li1,127.8800,24.4800,1.795498
FILLER_4_253,VPWR,li1,124.6600,24.4800,1.795570
FILLER_4_248,VPWR,li1,120.5200,24.4800,1.795665
FILLER_4_233,VPWR,li1,113.3900,24.4800,1.795866
FILLER_4_221,VPWR,li1,109.9400,24.4800,1.795967
FILLER_4_197,VPWR,li1,96.8300,24.4800,1.796376
FILLER_4_195,VPWR,li1,95.4500,24.4800,1.796376
FILLER_4_169,VPWR,li1,83.4900,24.4800,1.796805
FILLER_4_150,VPWR,li1,75.2100,24.4800,1.797108
FILLER_4_132,VPWR,li1,68.0800,24.4800,1.797441
FILLER_4_121,VPWR,li1,62.1000,24.4800,1.797656
FILLER_4_114,VPWR,li1,58.4200,24.4800,1.797814
FILLER_4_106,VPWR,li1,56.1200,24.4800,1.797915
FILLER_4_93,VPWR,li1,48.7600,24.4800,1.798261
FILLER_4_85,VPWR,li1,46.4600,24.4800,1.798342
FILLER_4_81,VPWR,li1,43.4700,24.4800,1.798474
FILLER_4_69,VPWR,li1,40.0200,24.4800,1.798629
FILLER_4_43,VPWR,li1,25.5300,24.4800,1.799356
FILLER_4_39,VPWR,li1,24.3800,24.4800,1.799356
FILLER_4_29,VPWR,li1,19.0900,24.4800,1.799483
FILLER_4_26,VPWR,li1,17.9400,24.4800,1.799483
FILLER_4_18,VPWR,li1,15.6400,24.4800,1.799479
FILLER_4_6,VPWR,li1,11.0400,24.4800,1.799472
FILLER_3_351,VPWR,li1,167.4400,19.0400,1.797246
FILLER_3_343,VPWR,li1,165.1400,19.0400,1.797248
FILLER_3_335,VPWR,li1,159.8500,19.0400,1.797257
FILLER_3_329,VPWR,li1,158.2400,19.0400,1.797257
FILLER_3_317,VPWR,li1,154.1000,19.0400,1.797279
FILLER_3_305,VPWR,li1,148.5800,19.0400,1.797302
FILLER_3_293,VPWR,li1,143.0600,19.0400,1.797333
FILLER_3_281,VPWR,li1,137.5400,19.0400,1.797387
FILLER_3_278,VPWR,li1,133.8600,19.0400,1.797425
FILLER_3_254,VPWR,li1,125.1200,19.0400,1.797511
FILLER_3_241,VPWR,li1,116.6100,19.0400,1.797609
FILLER_3_237,VPWR,li1,115.4600,19.0400,1.797609
FILLER_3_233,VPWR,li1,112.9300,19.0400,1.797641
FILLER_3_225,VPWR,li1,110.8600,19.0400,1.797671
FILLER_3_223,VPWR,li1,108.3300,19.0400,1.797718
FILLER_3_219,VPWR,li1,107.1800,19.0400,1.797718
FILLER_3_207,VPWR,li1,103.5000,19.0400,1.797780
FILLER_3_195,VPWR,li1,97.9800,19.0400,1.797840
FILLER_3_185,VPWR,li1,90.8500,19.0400,1.797969
FILLER_3_181,VPWR,li1,89.7000,19.0400,1.797969
FILLER_3_169,VPWR,li1,86.0200,19.0400,1.798022
FILLER_3_167,VPWR,li1,82.5700,19.0400,1.798098
FILLER_3_152,VPWR,li1,76.8200,19.0400,1.798202
FILLER_3_145,VPWR,li1,72.4500,19.0400,1.798300
FILLER_3_141,VPWR,li1,71.3000,19.0400,1.798300
FILLER_3_132,VPWR,li1,66.7000,19.0400,1.798390
FILLER_3_124,VPWR,li1,64.4000,19.0400,1.798440
FILLER_3_113,VPWR,li1,58.4200,19.0400,1.798603
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.798651
FILLER_3_97,VPWR,li1,50.3700,19.0400,1.798797
FILLER_3_93,VPWR,li1,49.2200,19.0400,1.798797
FILLER_3_64,VPWR,li1,35.4200,19.0400,1.799167
FILLER_3_52,VPWR,li1,30.3600,19.0400,1.799325
FILLER_3_40,VPWR,li1,26.6800,19.0400,1.799443
FILLER_3_23,VPWR,li1,16.3300,19.0400,1.799643
FILLER_3_15,VPWR,li1,14.2600,19.0400,1.799643
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.799643
FILLER_2_361,VPWR,li1,171.8100,19.0400,1.797245
FILLER_2_322,VPWR,li1,154.1000,19.0400,1.797279
FILLER_2_283,VPWR,li1,136.3900,19.0400,1.797387
FILLER_2_250,VPWR,li1,120.9800,19.0400,1.797544
FILLER_2_228,VPWR,li1,110.6300,19.0400,1.797671
FILLER_2_215,VPWR,li1,104.6500,19.0400,1.797749
FILLER_2_188,VPWR,li1,93.8400,19.0400,1.797912
FILLER_2_184,VPWR,li1,90.3900,19.0400,1.797969
FILLER_2_167,VPWR,li1,82.5700,19.0400,1.798098
FILLER_2_163,VPWR,li1,81.4200,19.0400,1.798098
FILLER_2_155,VPWR,li1,77.2800,19.0400,1.798202
FILLER_2_141,VPWR,li1,70.8400,19.0400,1.798300
FILLER_2_138,VPWR,li1,69.4600,19.0400,1.798345
FILLER_2_119,VPWR,li1,60.9500,19.0400,1.798518
FILLER_2_107,VPWR,li1,55.4300,19.0400,1.798651
FILLER_2_85,VPWR,li1,46.0000,19.0400,1.798914
FILLER_2_78,VPWR,li1,42.7800,19.0400,1.798963
FILLER_2_69,VPWR,li1,37.7200,19.0400,1.799100
FILLER_2_36,VPWR,li1,23.9200,19.0400,1.799533
FILLER_2_26,VPWR,li1,17.9400,19.0400,1.799643
FILLER_2_18,VPWR,li1,15.6400,19.0400,1.799643
FILLER_2_6,VPWR,li1,11.0400,19.0400,1.799643
FILLER_1_361,VPWR,li1,171.8100,13.6000,1.794120
FILLER_1_348,VPWR,li1,165.8300,13.6000,1.794131
FILLER_1_337,VPWR,li1,161.0000,13.6000,1.794148
FILLER_1_334,VPWR,li1,159.6200,13.6000,1.794148
FILLER_1_263,VPWR,li1,126.7300,13.6000,1.794618
FILLER_1_225,VPWR,li1,109.4800,13.6000,1.795023
FILLER_1_200,VPWR,li1,97.7500,13.6000,1.795362
FILLER_1_174,VPWR,li1,85.7900,13.6000,1.795857
FILLER_1_169,VPWR,li1,83.7200,13.6000,1.795932
FILLER_1_160,VPWR,li1,79.3500,13.6000,1.796109
FILLER_1_129,VPWR,li1,65.0900,13.6000,1.796763
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.797284
FILLER_1_107,VPWR,li1,54.9700,13.6000,1.797383
FILLER_1_95,VPWR,li1,51.9800,13.6000,1.797510
FILLER_1_83,VPWR,li1,46.4600,13.6000,1.797790
FILLER_1_57,VPWR,li1,32.2000,13.6000,1.798622
FILLER_1_54,VPWR,li1,30.8200,13.6000,1.798753
FILLER_1_42,VPWR,li1,27.6000,13.6000,1.798977
FILLER_1_30,VPWR,li1,20.0100,13.6000,1.799316
FILLER_1_18,VPWR,li1,16.5600,13.6000,1.799313
FILLER_1_6,VPWR,li1,11.0400,13.6000,1.799312
FILLER_0_351,VPWR,li1,167.4400,13.6000,1.794127
FILLER_0_337,VPWR,li1,161.0000,13.6000,1.794148
FILLER_0_307,VPWR,li1,146.9700,13.6000,1.794281
FILLER_0_290,VPWR,li1,139.3800,13.6000,1.794371
FILLER_0_278,VPWR,li1,133.8600,13.6000,1.794483
FILLER_0_251,VPWR,li1,121.2100,13.6000,1.794740
FILLER_0_228,VPWR,li1,110.6300,13.6000,1.794971
FILLER_0_185,VPWR,li1,91.0800,13.6000,1.795610
FILLER_0_169,VPWR,li1,83.4900,13.6000,1.795932
FILLER_0_161,VPWR,li1,79.8100,13.6000,1.796109
FILLER_0_141,VPWR,li1,70.8400,13.6000,1.796538
FILLER_0_139,VPWR,li1,69.6900,13.6000,1.796538
FILLER_0_135,VPWR,li1,67.8500,13.6000,1.796650
FILLER_0_128,VPWR,li1,64.6300,13.6000,1.796868
FILLER_0_107,VPWR,li1,55.2000,13.6000,1.797284
FILLER_0_97,VPWR,li1,51.0600,13.6000,1.797510
FILLER_0_82,VPWR,li1,43.7000,13.6000,1.797922
FILLER_0_57,VPWR,li1,31.9700,13.6000,1.798622
FILLER_0_41,VPWR,li1,25.0700,13.6000,1.799155
FILLER_0_37,VPWR,li1,22.7700,13.6000,1.799319
FILLER_0_29,VPWR,li1,19.3200,13.6000,1.799316
FILLER_0_20,VPWR,li1,15.1800,13.6000,1.799313
FILLER_0_15,VPWR,li1,12.8800,13.6000,1.799312
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799312
ANTENNA_5,VPWR,li1,128.8000,24.4800,1.795498
ANTENNA_4,VPWR,li1,128.3400,40.8000,1.796930
ANTENNA_3,VPWR,li1,25.3000,106.0800,1.799439
ANTENNA_2,VPWR,li1,161.9200,155.0400,1.797362
ANTENNA_1,VPWR,li1,137.0800,133.2800,1.796324
clkload14,VPWR,li1,154.5600,116.9600,1.796159
clkload13,VPWR,li1,130.6400,133.2800,1.796395
clkload12,VPWR,li1,134.3200,122.4000,1.796136
clkload11,VPWR,li1,151.1100,62.5600,1.793998
clkload10,VPWR,li1,149.2700,62.5600,1.794018
clkload9,VPWR,li1,129.4900,57.1200,1.796861
clkload8,VPWR,li1,125.5800,62.5600,1.794398
clkload7,VPWR,li1,50.6000,133.2800,1.798172
clkload6,VPWR,li1,40.7100,133.2800,1.798585
clkload5,VPWR,li1,17.4800,127.8400,1.799395
clkload4,VPWR,li1,25.7600,122.4000,1.799289
clkload3,VPWR,li1,51.0600,73.4400,1.799223
clkload2,VPWR,li1,51.5200,62.5600,1.797406
clkload1,VPWR,li1,28.9800,68.0000,1.799420
clkload0,VPWR,li1,32.2000,62.5600,1.798589
clkbuf_4_15_0_clk,VPWR,li1,154.3300,127.8400,1.795175
clkbuf_4_14_0_clk,VPWR,li1,152.0300,111.5200,1.796684
clkbuf_4_13_0_clk,VPWR,li1,139.6100,127.8400,1.795315
clkbuf_4_12_0_clk,VPWR,li1,131.3300,122.4000,1.796175
clkbuf_4_11_0_clk,VPWR,li1,155.2500,62.5600,1.793962
clkbuf_4_10_0_clk,VPWR,li1,153.4100,62.5600,1.793975
clkbuf_4_9_0_clk,VPWR,li1,129.4900,62.5600,1.794315
clkbuf_4_8_0_clk,VPWR,li1,134.5500,62.5600,1.794204
clkbuf_4_7_0_clk,VPWR,li1,47.6100,133.2800,1.798291
clkbuf_4_6_0_clk,VPWR,li1,36.5700,133.2800,1.798812
clkbuf_4_5_0_clk,VPWR,li1,23.6900,127.8400,1.799276
clkbuf_4_4_0_clk,VPWR,li1,24.6100,122.4000,1.799289
clkbuf_4_3_0_clk,VPWR,li1,51.2900,68.0000,1.798972
clkbuf_4_2_0_clk,VPWR,li1,50.8300,62.5600,1.797406
clkbuf_4_1_0_clk,VPWR,li1,25.9900,68.0000,1.799507
clkbuf_4_0_0_clk,VPWR,li1,34.2700,62.5600,1.798374
clkbuf_0_clk,VPWR,li1,91.0800,95.2000,1.797408
fanout256,VPWR,li1,17.4800,138.7200,1.799588
fanout255,VPWR,li1,125.1200,122.4000,1.796303
fanout254,VPWR,li1,127.4200,122.4000,1.796262
fanout253,VPWR,li1,160.0800,106.0800,1.796491
fanout252,VPWR,li1,132.4800,106.0800,1.796668
fanout251,VPWR,li1,39.1000,138.7200,1.799008
fanout250,VPWR,li1,15.6400,138.7200,1.799586
fanout249,VPWR,li1,46.0000,100.6400,1.798824
fanout248,VPWR,li1,27.1400,106.0800,1.799307
fanout247,VPWR,li1,25.3000,57.1200,1.799374
fanout246,VPWR,li1,45.5400,165.9200,1.799295
fanout245,VPWR,li1,106.7200,144.1600,1.797476
fanout244,VPWR,li1,103.9600,144.1600,1.797509
fanout243,VPWR,li1,119.6000,57.1200,1.797009
fanout242,VPWR,li1,94.3000,29.9200,1.797656
fanout241,VPWR,li1,42.7800,165.9200,1.799346
fanout240,VPWR,li1,57.0400,89.7600,1.799189
fanout239,VPWR,li1,22.5400,57.1200,1.799516
fanout238,VPWR,li1,41.8600,160.4800,1.798319
fanout237,VPWR,li1,38.1800,165.9200,1.799433
fanout236,VPWR,li1,25.3000,46.2400,1.799239
fanout235,VPWR,li1,25.3000,144.1600,1.799521
fanout234,VPWR,li1,20.2400,73.4400,1.799750
fanout233,VPWR,li1,30.8200,138.7200,1.799265
fanout232,VPWR,li1,29.9000,68.0000,1.799420
fanout231,VPWR,li1,34.9600,160.4800,1.798643
fanout230,VPWR,li1,39.1000,160.4800,1.798520
fanout229,VPWR,li1,27.1400,51.6800,1.799288
fanout228,VPWR,li1,21.1600,138.7200,1.799590
fanout227,VPWR,li1,119.6000,122.4000,1.796384
fanout226,VPWR,li1,151.8000,144.1600,1.796969
fanout225,VPWR,li1,145.3600,95.2000,1.796841
fanout224,VPWR,li1,25.3000,133.2800,1.799299
fanout223,VPWR,li1,29.9000,95.2000,1.799186
fanout222,VPWR,li1,30.3600,100.6400,1.799292
fanout221,VPWR,li1,118.2200,19.0400,1.797575
fanout220,VPWR,li1,147.6600,13.6000,1.794254
fanout219,VPWR,li1,120.9800,19.0400,1.797544
fanout218,VPWR,li1,88.3200,24.4800,1.796611
fanout217,VPWR,li1,87.8600,29.9200,1.797753
fanout216,VPWR,li1,27.1400,127.8400,1.799064
fanout215,VPWR,li1,161.9200,122.4000,1.795937
fanout214,VPWR,li1,145.3600,122.4000,1.796028
fanout213,VPWR,li1,138.0000,106.0800,1.796608
fanout212,VPWR,li1,33.1200,116.9600,1.799098
fanout211,VPWR,li1,53.8200,100.6400,1.798548
fanout210,VPWR,li1,29.9000,106.0800,1.799213
fanout209,VPWR,li1,28.0600,133.2800,1.799173
fanout208,VPWR,li1,153.6400,100.6400,1.797174
fanout207,VPWR,li1,156.8600,138.7200,1.796623
fanout206,VPWR,li1,133.4000,116.9600,1.796390
fanout205,VPWR,li1,23.4600,138.7200,1.799594
fanout204,VPWR,li1,17.4800,95.2000,1.799541
fanout203,VPWR,li1,20.2400,89.7600,1.799763
fanout202,VPWR,li1,138.9200,133.2800,1.796305
fanout201,VPWR,li1,141.6800,138.7200,1.796698
fanout200,VPWR,li1,138.9200,100.6400,1.797252
fanout199,VPWR,li1,20.2400,127.8400,1.799403
fanout198,VPWR,li1,33.1200,122.4000,1.799007
fanout197,VPWR,li1,53.3600,106.0800,1.798362
fanout196,VPWR,li1,23.9200,89.7600,1.799686
fanout195,VPWR,li1,48.3000,144.1600,1.798805
fanout194,VPWR,li1,119.1400,138.7200,1.796970
fanout193,VPWR,li1,52.9000,57.1200,1.798418
fanout192,VPWR,li1,23.4600,40.8000,1.799445
fanout191,VPWR,li1,149.9600,40.8000,1.796610
fanout190,VPWR,li1,143.5200,40.8000,1.796680
fanout189,VPWR,li1,100.2800,106.0800,1.797052
output188,VPWR,li1,164.6800,57.1200,1.796589
output187,VPWR,li1,170.6600,68.0000,1.797754
output186,VPWR,li1,170.6600,13.6000,1.794120
output185,VPWR,li1,170.6600,29.9200,1.796981
output184,VPWR,li1,63.0200,176.8000,1.798591
output183,VPWR,li1,40.4800,176.8000,1.799162
output182,VPWR,li1,85.5600,176.8000,1.798140
output181,VPWR,li1,50.1400,176.8000,1.798898
output180,VPWR,li1,8.2800,24.4800,1.799468
output179,VPWR,li1,137.0800,176.8000,1.797564
output178,VPWR,li1,143.9800,176.8000,1.797537
output177,VPWR,li1,170.6600,46.2400,1.795483
output176,VPWR,li1,170.6600,46.2400,1.795483
output175,VPWR,li1,8.2800,57.1200,1.799458
output174,VPWR,li1,8.2800,29.9200,1.799565
output173,VPWR,li1,21.1600,13.6000,1.799319
output172,VPWR,li1,17.0200,13.6000,1.799313
output171,VPWR,li1,163.7600,155.0400,1.797350
output170,VPWR,li1,170.2000,127.8400,1.795124
output169,VPWR,li1,29.9000,13.6000,1.798753
output168,VPWR,li1,157.7800,13.6000,1.794155
output167,VPWR,li1,103.0400,13.6000,1.795189
output166,VPWR,li1,8.2800,165.9200,1.799732
output165,VPWR,li1,8.2800,160.4800,1.799358
output164,VPWR,li1,92.0000,176.8000,1.798033
output163,VPWR,li1,88.7800,176.8000,1.798084
output162,VPWR,li1,170.6600,111.5200,1.796630
output161,VPWR,li1,170.6600,78.8800,1.797902
output160,VPWR,li1,81.4200,13.6000,1.796007
output159,VPWR,li1,145.3600,13.6000,1.794281
output158,VPWR,li1,130.6400,13.6000,1.794521
output157,VPWR,li1,136.1600,13.6000,1.794450
output156,VPWR,li1,162.8400,13.6000,1.794135
output155,VPWR,li1,8.2800,46.2400,1.799420
output154,VPWR,li1,8.2800,29.9200,1.799565
output153,VPWR,li1,170.6600,24.4800,1.795060
output152,VPWR,li1,158.7000,13.6000,1.794155
output151,VPWR,li1,170.6600,165.9200,1.798140
output150,VPWR,li1,170.6600,116.9600,1.796111
output149,VPWR,li1,66.2400,13.6000,1.796763
output148,VPWR,li1,72.6800,13.6000,1.796392
output147,VPWR,li1,119.6000,13.6000,1.794740
output146,VPWR,li1,8.2800,78.8800,1.799701
output145,VPWR,li1,53.3600,13.6000,1.797383
output144,VPWR,li1,110.4000,176.8000,1.797811
output143,VPWR,li1,113.1600,176.8000,1.797763
output142,VPWR,li1,170.6600,51.6800,1.797299
output141,VPWR,li1,170.6600,24.4800,1.795060
output140,VPWR,li1,63.0200,13.6000,1.796868
output139,VPWR,li1,79.1200,19.0400,1.798135
output138,VPWR,li1,75.9000,176.8000,1.798324
output137,VPWR,li1,97.5200,176.8000,1.797954
output136,VPWR,li1,149.0400,176.8000,1.797528
output135,VPWR,li1,127.4200,176.8000,1.797629
output134,VPWR,li1,130.6400,176.8000,1.797604
output133,VPWR,li1,170.6600,35.3600,1.796600
output132,VPWR,li1,167.9000,46.2400,1.795490
output131,VPWR,li1,37.7200,13.6000,1.798264
output130,VPWR,li1,46.0000,13.6000,1.797790
output129,VPWR,li1,59.8000,176.8000,1.798663
output128,VPWR,li1,53.3600,176.8000,1.798816
output127,VPWR,li1,89.2400,13.6000,1.795726
output126,VPWR,li1,94.3000,13.6000,1.795503
output125,VPWR,li1,170.6600,155.0400,1.797338
output124,VPWR,li1,8.2800,138.7200,1.799585
input123,VPWR,li1,8.2800,149.6000,1.799521
input122,VPWR,li1,161.6900,155.0400,1.797362
input121,VPWR,li1,7.5900,40.8000,1.799499
input120,VPWR,li1,7.5900,68.0000,1.799640
input119,VPWR,li1,7.5900,84.3200,1.799638
input118,VPWR,li1,7.5900,106.0800,1.799553
input117,VPWR,li1,7.5900,116.9600,1.799529
input116,VPWR,li1,169.9700,73.4400,1.798063
input115,VPWR,li1,7.5900,176.8000,1.799708
input114,VPWR,li1,171.3500,100.6400,1.797154
input113,VPWR,li1,171.3500,133.2800,1.796203
input112,VPWR,li1,171.3500,19.0400,1.797245
input111,VPWR,li1,8.9700,100.6400,1.799605
input110,VPWR,li1,7.5900,13.6000,1.799312
input109,VPWR,li1,8.9700,127.8400,1.799380
input108,VPWR,li1,171.3500,144.1600,1.796924
input107,VPWR,li1,171.3500,116.9600,1.796111
input106,VPWR,li1,162.6100,144.1600,1.796933
input105,VPWR,li1,7.5900,133.2800,1.799459
input104,VPWR,li1,171.3500,29.9200,1.796981
input103,VPWR,li1,10.3500,29.9200,1.799568
input102,VPWR,li1,7.5900,73.4400,1.799730
input101,VPWR,li1,7.5900,111.5200,1.799574
input100,VPWR,li1,168.5900,78.8800,1.797905
input99,VPWR,li1,171.3500,106.0800,1.796479
input98,VPWR,li1,166.7500,122.4000,1.795930
input97,VPWR,li1,168.5900,19.0400,1.797246
input96,VPWR,li1,165.3700,155.0400,1.797346
input95,VPWR,li1,10.3500,51.6800,1.799514
input94,VPWR,li1,7.5900,89.7600,1.799752
input93,VPWR,li1,10.3500,149.6000,1.799522
input92,VPWR,li1,169.9700,89.7600,1.798255
input91,VPWR,li1,167.2100,176.8000,1.797526
input90,VPWR,li1,104.1900,176.8000,1.797890
input89,VPWR,li1,171.3500,89.7600,1.798255
input88,VPWR,li1,7.5900,89.7600,1.799752
input87,VPWR,li1,7.5900,78.8800,1.799701
input86,VPWR,li1,171.3500,111.5200,1.796630
input85,VPWR,li1,7.5900,122.4000,1.799489
input84,VPWR,li1,7.5900,106.0800,1.799553
input83,VPWR,li1,169.9700,171.3600,1.798218
input82,VPWR,li1,115.2300,176.8000,1.797744
input81,VPWR,li1,169.9700,19.0400,1.797245
input80,VPWR,li1,7.5900,62.5600,1.799233
input79,VPWR,li1,7.5900,19.0400,1.799643
input78,VPWR,li1,8.9700,122.4000,1.799489
input77,VPWR,li1,7.5900,155.0400,1.799609
input76,VPWR,li1,171.3500,68.0000,1.797754
input75,VPWR,li1,168.5900,176.8000,1.797526
input74,VPWR,li1,171.3500,171.3600,1.798218
input73,VPWR,li1,169.9700,100.6400,1.797154
input72,VPWR,li1,7.5900,100.6400,1.799605
input71,VPWR,li1,7.5900,68.0000,1.799640
input70,VPWR,li1,11.2700,160.4800,1.799366
input69,VPWR,li1,7.5900,127.8400,1.799380
input68,VPWR,li1,168.5900,165.9200,1.798148
input67,VPWR,li1,171.3500,100.6400,1.797154
input66,VPWR,li1,8.9700,138.7200,1.799585
input65,VPWR,li1,7.5900,138.7200,1.799585
input64,VPWR,li1,125.8100,13.6000,1.794618
input63,VPWR,li1,132.7100,13.6000,1.794483
input62,VPWR,li1,119.8300,19.0400,1.797575
input61,VPWR,li1,92.2300,13.6000,1.795610
input60,VPWR,li1,8.9700,133.2800,1.799460
input59,VPWR,li1,68.7700,176.8000,1.798472
